grid_type,diffusion_evs,diffusion_hps,diffusion_pv_storage,curtailment,tariff_wholesale,tariff_grid_usage_fee,q,component,value
standard,70,standard,standard,none,rtt,fix,q09705,LV4.232 Bus 10_LV4.232 Load 8_ees,9.2436e-05
standard,70,standard,standard,none,rtt,fix,q09705,LV4.232 Load 8_entity,-9.2436e-05
standard,70,standard,standard,none,rtt,fix,q09705,LV4.202 Bus 11_LV4.202 Load 21_ees,6.1734e-05
standard,70,standard,standard,none,rtt,fix,q09705,LV4.202 Bus 11_LV4.202 Load 21_pv,-1.1e-07
standard,70,standard,standard,none,rtt,fix,q09705,LV4.202 Load 21_entity,-6.1624e-05
standard,70,standard,standard,none,rtt,fix,q09705,LV2.217 Bus 56_LV2.217 Load 41_ees,7.3668e-05
standard,70,standard,standard,none,rtt,fix,q09705,LV2.217 Load 11_entity,-2.5281e-05
standard,70,standard,standard,none,rtt,fix,q09705,LV2.217 Load 41_entity,-4.8387e-05
standard,70,standard,standard,none,rtt,fix,q09705,LV2.217 Bus 16_LV2.217 Load 55_ees,9.6935e-05
standard,70,standard,standard,none,rtt,fix,q09705,LV2.217 Bus 16_LV2.217 Load 55_pv,-1.61e-07
standard,70,standard,standard,none,rtt,fix,q09705,LV2.217 Load 55_entity,-9.6774e-05
standard,70,standard,standard,none,rtt,fix,q09705,LV4.219 Bus 14_LV4.219 Load 13_ees,0.000101624
standard,70,standard,standard,none,rtt,fix,q09705,LV4.219 Bus 14_LV4.219 Load 13_pv,-5e-07
standard,70,standard,standard,none,rtt,fix,q09705,LV4.219 Load 13_entity,-0.000101124
standard,70,standard,standard,none,rtt,fix,q09705,LV3.203 Bus 92_LV3.203 Load 60_ees,0.000118542
standard,70,standard,standard,none,rtt,fix,q09705,LV3.203 Load 60_entity,-0.000118542
standard,70,standard,standard,none,rtt,fix,q09705,LV2.217 Bus 13_LV2.217 Load 22_ees,2.2936000000000002e-05
standard,70,standard,standard,none,rtt,fix,q09705,LV2.217 Load 22_entity,-2.2936000000000002e-05
standard,70,standard,standard,none,rtt,fix,q09705,LV3.205 Bus 127_LV3.205 Load 48_ees,0.00017781300000000003
standard,70,standard,standard,none,rtt,fix,q09705,LV3.205 Load 48_entity,-0.00017781300000000003
standard,70,standard,standard,none,rtt,fix,q09705,LV3.205 Bus 12_LV3.205 Load 74_ees,5.2872000000000005e-05
standard,70,standard,standard,none,rtt,fix,q09705,LV3.205 Bus 12_LV3.205 Load 74_pv,-7e-06
standard,70,standard,standard,none,rtt,fix,q09705,LV3.205 Load 74_entity,-4.5872000000000004e-05
standard,70,standard,standard,none,rtt,fix,q09705,LV4.219 Bus 23_LV4.219 Load 25_ees,0.00013761600000000002
standard,70,standard,standard,none,rtt,fix,q09705,LV4.219 Load 25_entity,-0.00013761600000000002
standard,70,standard,standard,none,rtt,fix,q09705,LV3.205 Load 46_entity,-0.000875064
standard,70,standard,standard,none,rtt,fix,q09705,LV6.202 Bus 48_LV6.202 Load 96_ees,0.000290322
standard,70,standard,standard,none,rtt,fix,q09705,LV6.202 Load 42_entity,-0.000145161
standard,70,standard,standard,none,rtt,fix,q09705,LV6.202 Load 96_entity,-0.000145161
standard,70,standard,standard,none,rtt,fix,q09705,LV3.203 Bus 64_LV3.203 Load 83_ees,0.000118542
standard,70,standard,standard,none,rtt,fix,q09705,LV3.203 Load 83_entity,-0.000118542
standard,70,standard,standard,none,rtt,fix,q09705,LV3.203 Load 46_entity,-0.000875064
standard,70,standard,standard,none,rtt,fix,q09705,LV2.203 Bus 62_LV2.203 Load 65_ees,2.5281e-05
standard,70,standard,standard,none,rtt,fix,q09705,LV2.203 Load 65_entity,-2.5281e-05
standard,70,standard,standard,none,rtt,fix,q09705,LV5.217 Bus 36_LV5.217 Load 82_ees,4.6379e-05
standard,70,standard,standard,none,rtt,fix,q09705,LV5.217 Bus 36_LV5.217 Load 82_pv,-1.61e-07
standard,70,standard,standard,none,rtt,fix,q09705,LV5.217 Load 82_entity,-4.6218e-05
standard,70,standard,standard,none,rtt,fix,q09705,LV5.217 Bus 101_LV5.217 Load 45_ees,6.880800000000001e-05
standard,70,standard,standard,none,rtt,fix,q09705,LV5.217 Load 45_entity,-6.880800000000001e-05
standard,70,standard,standard,none,rtt,fix,q09705,LV4.219 Bus 15_LV4.219 Load 2_ees,0.000213969
standard,70,standard,standard,none,rtt,fix,q09705,LV4.219 Load 2_entity,-6.880800000000001e-05
standard,70,standard,standard,none,rtt,fix,q09705,LV4.219 Load 3_entity,-0.000145161
standard,70,standard,standard,none,rtt,fix,q09705,LV3.203 Bus 33_LV3.203 Load 38_ees,4.6218e-05
standard,70,standard,standard,none,rtt,fix,q09705,LV3.203 Load 38_entity,-4.6218e-05
standard,70,standard,standard,none,rtt,fix,q09705,LV3.202 Bus 38_LV3.202 Load 112_ees,0.000237084
standard,70,standard,standard,none,rtt,fix,q09705,LV3.202 Load 112_entity,-0.000237084
standard,70,standard,standard,none,rtt,fix,q09705,LV4.202 Bus 23_LV4.202 Load 25_ees,0.00013761600000000002
standard,70,standard,standard,none,rtt,fix,q09705,LV4.202 Load 25_entity,-0.00013761600000000002
standard,70,standard,standard,none,rtt,fix,q09705,LV4.219 Load 36_entity,-0.0009319530000000001
standard,70,standard,standard,none,rtt,fix,q09705,LV3.205 Bus 53_LV3.205 Load 56_ees,0.000118542
standard,70,standard,standard,none,rtt,fix,q09705,LV3.205 Load 56_entity,-0.000118542
standard,70,standard,standard,none,rtt,fix,q09705,LV4.232 Bus 21_LV4.232 Load 31_ees,4.6218e-05
standard,70,standard,standard,none,rtt,fix,q09705,LV4.232 Load 31_entity,-4.6218e-05
standard,70,standard,standard,none,rtt,fix,q09705,LV2.217 Bus 17_LV2.217 Load 63_ees,2.5281e-05
standard,70,standard,standard,none,rtt,fix,q09705,LV2.217 Load 63_entity,-2.5281e-05
standard,70,standard,standard,none,rtt,fix,q09705,LV3.204 Bus 48_LV3.204 Load 43_ees,4.5872000000000004e-05
standard,70,standard,standard,none,rtt,fix,q09705,LV3.204 Load 43_entity,-4.5872000000000004e-05
standard,70,standard,standard,none,rtt,fix,q09705,LV2.217 Load 84_entity,-0.00033252
standard,70,standard,standard,none,rtt,fix,q09705,LV2.203 Bus 70_LV2.203 Load 49_ees,1.5406e-05
standard,70,standard,standard,none,rtt,fix,q09705,LV2.203 Load 49_entity,-1.5406e-05
standard,70,standard,standard,none,rtt,fix,q09705,LV3.202 Bus 33_LV3.202 Load 38_ees,4.6218e-05
standard,70,standard,standard,none,rtt,fix,q09705,LV3.202 Load 38_entity,-4.6218e-05
standard,70,standard,standard,none,rtt,fix,q09705,LV5.217 Bus 53_LV5.217 Load 52_ees,0.000193548
standard,70,standard,standard,none,rtt,fix,q09705,LV5.217 Load 52_entity,-0.000193548
standard,70,standard,standard,none,rtt,fix,q09705,LV3.202 Load 90_entity,-0.001186122
standard,70,standard,standard,none,rtt,fix,q09705,LV3.204 Bus 92_LV3.204 Load 60_ees,0.000118652
standard,70,standard,standard,none,rtt,fix,q09705,LV3.204 Bus 92_LV3.204 Load 60_pv,-1.1e-07
standard,70,standard,standard,none,rtt,fix,q09705,LV3.204 Load 60_entity,-0.000118542
standard,70,standard,standard,none,rtt,fix,q09705,LV6.202 Bus 41_HH1a_random_vacSummer_ees,0.00039292074655098254
standard,70,standard,standard,none,rtt,fix,q09705,LV6.202 Bus 32_HH2b_eff_vacSummer_ees,0.00037265929976209406
standard,70,standard,standard,none,rtt,fix,q09705,LV6.202 Bus 24_HH1a_random_vacWinter_ees,0.0003556786208779303
standard,70,standard,standard,none,rtt,fix,q09705,LV4.202 Bus 15_LV4.202 Load 3_ees,0.00014527099999999999
standard,70,standard,standard,none,rtt,fix,q09705,LV6.202 Bus 18_LV6.202 Load 31_ees,0.0005613724394786528
standard,70,standard,standard,none,rtt,fix,q09705,LV3.202 SGen 9_pv,-5.0000000000000004e-08
standard,70,standard,standard,none,rtt,fix,q09705,LV3.202 Load 111_entity,-7.584300000000001e-05
standard,70,standard,standard,none,rtt,fix,q09705,LV3.202 SGen 11_pv,-3.7e-06
standard,70,standard,standard,none,rtt,fix,q09705,LV3.202 Load 79_entity,-0.000145161
standard,70,standard,standard,none,rtt,fix,q09705,LV3.202 Load 14_entity,-9.6774e-05
standard,70,standard,standard,none,rtt,fix,q09705,LV3.203 SGen 3_pv,-3.3e-06
standard,70,standard,standard,none,rtt,fix,q09705,LV3.203 Load 55_entity,-6.880800000000001e-05
standard,70,standard,standard,none,rtt,fix,q09705,LV3.203 Load 113_entity,-6.880800000000001e-05
standard,70,standard,standard,none,rtt,fix,q09705,LV3.203 Load 104_entity,-5.0562e-05
standard,70,standard,standard,none,rtt,fix,q09705,LV3.204 SGen 2_pv,-7.6e-07
standard,70,standard,standard,none,rtt,fix,q09705,LV3.204 Load 13_entity,-9.6774e-05
standard,70,standard,standard,none,rtt,fix,q09705,LV3.205 SGen 5_pv,-1.4e-06
standard,70,standard,standard,none,rtt,fix,q09705,LV3.205 Load 34_entity,-4.5872000000000004e-05
standard,70,standard,standard,none,rtt,fix,q09705,LV3.205 Load 111_entity,-7.584300000000001e-05
standard,70,standard,standard,none,rtt,fix,q09705,LV3.205 Load 14_entity,-9.6774e-05
standard,70,standard,standard,none,rtt,fix,q09705,LV3.205 SGen 14_pv,-3.7e-06
standard,70,standard,standard,none,rtt,fix,q09705,LV3.205 Load 104_entity,-5.0562e-05
standard,70,standard,standard,none,rtt,fix,q09705,LV5.217 SGen 8_pv,-1.33e-06
standard,70,standard,standard,none,rtt,fix,q09705,LV5.217 Load 96_entity,-4.5872000000000004e-05
standard,70,standard,standard,none,rtt,fix,q09705,LV5.217 Load 43_entity,-0.00017781300000000003
standard,70,standard,standard,none,rtt,fix,q09705,LV5.217 Bus 31_HH2b_eff_vacWinter_pv,-1.61e-07
standard,70,standard,standard,none,rtt,fix,q09705,LV5.217 Load 54_entity,-7.950943276752597e-05
standard,70,standard,standard,none,rtt,fix,q09705,LV4.202 Load 6_entity,-0.00014253649975302043
standard,70,standard,standard,none,rtt,fix,q09705,LV5.217 Load 24_entity,-0.00014253649975302043
standard,70,standard,standard,none,rtt,fix,q09705,LV3.203 Load 15_entity,-0.00014253649975302043
standard,70,standard,standard,none,rtt,fix,q09705,LV5.217 Bus 22_HH2b_eff_vacWinter_pv,-1.61e-07
standard,70,standard,standard,none,rtt,fix,q09705,LV5.217 Load 68_entity,-7.950943276752597e-05
standard,70,standard,standard,none,rtt,fix,q09705,LV3.203 Load 19_entity,-0.00014253649975302043
standard,70,standard,standard,none,rtt,fix,q09705,LV3.205 Bus 75_HH2b_eff_vacWinter_pv,-1.61e-07
standard,70,standard,standard,none,rtt,fix,q09705,LV3.205 Load 103_entity,-7.950943276752597e-05
standard,70,standard,standard,none,rtt,fix,q09705,LV5.217 Bus 32_HH2b_eff_vacWinter_pv,-1.61e-07
standard,70,standard,standard,none,rtt,fix,q09705,LV5.217 Load 48_entity,-7.950943276752597e-05
standard,70,standard,standard,none,rtt,fix,q09705,LV3.202 Load 21_entity,-0.00014253649975302043
standard,70,standard,standard,none,rtt,fix,q09705,LV3.203 Bus 84_HH2b_eff_vacWinter_pv,-1.61e-07
standard,70,standard,standard,none,rtt,fix,q09705,LV3.203 Load 39_entity,-7.950943276752597e-05
standard,70,standard,standard,none,rtt,fix,q09705,LV3.204 Load 110_entity,-0.00014253649975302043
standard,70,standard,standard,none,rtt,fix,q09705,LV5.217 Load 35_entity,-0.00014253649975302043
standard,70,standard,standard,none,rtt,fix,q09705,LV2.217 Bus 68_HH2b_eff_vacWinter_pv,-1.61e-07
standard,70,standard,standard,none,rtt,fix,q09705,LV2.217 Load 91_entity,-7.950943276752597e-05
standard,70,standard,standard,none,rtt,fix,q09705,LV3.204 Load 16_entity,-0.00014253649975302043
standard,70,standard,standard,none,rtt,fix,q09705,LV3.204 Load 78_entity,-0.00014253649975302043
standard,70,standard,standard,none,rtt,fix,q09705,LV3.204 Bus 95_HH2b_eff_vacWinter_pv,-1.61e-07
standard,70,standard,standard,none,rtt,fix,q09705,LV3.204 Load 33_entity,-7.950943276752597e-05
standard,70,standard,standard,none,rtt,fix,q09705,LV3.205 Bus 43_HH2b_eff_vacWinter_pv,-1.61e-07
standard,70,standard,standard,none,rtt,fix,q09705,LV3.205 Load 35_entity,-7.950943276752597e-05
standard,70,standard,standard,none,rtt,fix,q09705,LV4.232 Load 20_entity,-0.00015168600000000002
standard,70,standard,standard,none,rtt,fix,q09705,LV2.217 Bus 101_LV2.217 Load 50_pv,-1.61e-07
standard,70,standard,standard,none,rtt,fix,q09705,LV2.217 Load 50_entity,-3.0812e-05
standard,70,standard,standard,none,rtt,fix,q09705,LV3.204 Bus 11_LV3.204 Load 44_pv,-1.61e-07
standard,70,standard,standard,none,rtt,fix,q09705,LV3.204 Load 44_entity,-0.00017781300000000003
standard,70,standard,standard,none,rtt,fix,q09705,LV3.202 Bus 56_LV3.202 Load 31_pv,-1.61e-07
standard,70,standard,standard,none,rtt,fix,q09705,LV3.202 Load 31_entity,-5.0562e-05
standard,70,standard,standard,none,rtt,fix,q09705,LV2.203 Load 6_entity,-4.8387e-05
standard,70,standard,standard,none,rtt,fix,q09705,LV2.217 Load 45_entity,-5.0562e-05
standard,70,standard,standard,none,rtt,fix,q09705,LV2.217 Load 6_entity,-4.8387e-05
standard,70,standard,standard,none,rtt,fix,q09705,LV3.202 Load 13_entity,-9.6774e-05
standard,70,standard,standard,none,rtt,fix,q09705,LV3.202 SGen 3_pv,-4.1e-07
standard,70,standard,standard,none,rtt,fix,q09705,LV3.202 Load 55_entity,-6.880800000000001e-05
standard,70,standard,standard,none,rtt,fix,q09705,LV3.202 SGen 4_pv,-9e-08
standard,70,standard,standard,none,rtt,fix,q09705,LV3.202 Load 62_entity,-0.0017259439999999999
standard,70,standard,standard,none,rtt,fix,q09705,LV3.202 SGen 5_pv,-1.4e-06
standard,70,standard,standard,none,rtt,fix,q09705,LV3.202 Load 34_entity,-4.5872000000000004e-05
standard,70,standard,standard,none,rtt,fix,q09705,LV3.202 Load 87_entity,-4.6218e-05
standard,70,standard,standard,none,rtt,fix,q09705,LV3.202 SGen 10_pv,-1.7000000000000001e-07
standard,70,standard,standard,none,rtt,fix,q09705,LV3.202 Load 113_entity,-6.880800000000001e-05
standard,70,standard,standard,none,rtt,fix,q09705,LV3.202 SGen 14_pv,-3.7e-06
standard,70,standard,standard,none,rtt,fix,q09705,LV3.202 Load 104_entity,-5.0562e-05
standard,70,standard,standard,none,rtt,fix,q09705,LV3.202 SGen 15_pv,-3.9500000000000003e-07
standard,70,standard,standard,none,rtt,fix,q09705,LV3.202 Load 7_entity,-9.6774e-05
standard,70,standard,standard,none,rtt,fix,q09705,LV3.203 Load 49_entity,-4.5872000000000004e-05
standard,70,standard,standard,none,rtt,fix,q09705,LV3.203 SGen 2_pv,-1.2299999999999999e-06
standard,70,standard,standard,none,rtt,fix,q09705,LV3.203 Load 13_entity,-9.6774e-05
standard,70,standard,standard,none,rtt,fix,q09705,LV3.203 SGen 4_pv,-2.6000000000000005e-07
standard,70,standard,standard,none,rtt,fix,q09705,LV3.203 Load 62_entity,-0.0017259439999999999
standard,70,standard,standard,none,rtt,fix,q09705,LV3.203 SGen 5_pv,-1.5e-06
standard,70,standard,standard,none,rtt,fix,q09705,LV3.203 Load 34_entity,-4.5872000000000004e-05
standard,70,standard,standard,none,rtt,fix,q09705,LV3.203 Load 87_entity,-4.6218e-05
standard,70,standard,standard,none,rtt,fix,q09705,LV3.203 Load 111_entity,-7.584300000000001e-05
standard,70,standard,standard,none,rtt,fix,q09705,LV3.203 SGen 11_pv,-3.7e-06
standard,70,standard,standard,none,rtt,fix,q09705,LV3.203 Load 79_entity,-0.000145161
standard,70,standard,standard,none,rtt,fix,q09705,LV3.203 Load 14_entity,-9.6774e-05
standard,70,standard,standard,none,rtt,fix,q09705,LV3.203 SGen 15_pv,-5.0000000000000004e-08
standard,70,standard,standard,none,rtt,fix,q09705,LV3.203 Load 7_entity,-9.6774e-05
standard,70,standard,standard,none,rtt,fix,q09705,LV3.204 Load 49_entity,-4.5872000000000004e-05
standard,70,standard,standard,none,rtt,fix,q09705,LV3.204 Load 55_entity,-6.880800000000001e-05
standard,70,standard,standard,none,rtt,fix,q09705,LV3.204 Load 62_entity,-0.0017259439999999999
standard,70,standard,standard,none,rtt,fix,q09705,LV3.204 Load 34_entity,-4.5872000000000004e-05
standard,70,standard,standard,none,rtt,fix,q09705,LV3.204 Load 87_entity,-4.6218e-05
standard,70,standard,standard,none,rtt,fix,q09705,LV3.204 SGen 9_pv,-1.4499999999999999e-06
standard,70,standard,standard,none,rtt,fix,q09705,LV3.204 Load 111_entity,-7.584300000000001e-05
standard,70,standard,standard,none,rtt,fix,q09705,LV3.204 SGen 10_pv,-1.7000000000000001e-07
standard,70,standard,standard,none,rtt,fix,q09705,LV3.204 Load 113_entity,-6.880800000000001e-05
standard,70,standard,standard,none,rtt,fix,q09705,LV3.204 Load 79_entity,-0.000145161
standard,70,standard,standard,none,rtt,fix,q09705,LV3.204 Load 14_entity,-9.6774e-05
standard,70,standard,standard,none,rtt,fix,q09705,LV3.204 SGen 14_pv,-5.3e-08
standard,70,standard,standard,none,rtt,fix,q09705,LV3.204 Load 104_entity,-5.0562e-05
standard,70,standard,standard,none,rtt,fix,q09705,LV3.204 Load 7_entity,-9.6774e-05
standard,70,standard,standard,none,rtt,fix,q09705,LV3.205 SGen 1_pv,-1.4e-06
standard,70,standard,standard,none,rtt,fix,q09705,LV3.205 Load 49_entity,-4.5872000000000004e-05
standard,70,standard,standard,none,rtt,fix,q09705,LV3.205 Load 13_entity,-9.6774e-05
standard,70,standard,standard,none,rtt,fix,q09705,LV3.205 Load 62_entity,-0.0017259439999999999
standard,70,standard,standard,none,rtt,fix,q09705,LV3.205 SGen 7_pv,-2.0999999999999997e-07
standard,70,standard,standard,none,rtt,fix,q09705,LV3.205 Load 87_entity,-4.6218e-05
standard,70,standard,standard,none,rtt,fix,q09705,LV3.205 Load 113_entity,-6.880800000000001e-05
standard,70,standard,standard,none,rtt,fix,q09705,LV3.205 Load 79_entity,-0.000145161
standard,70,standard,standard,none,rtt,fix,q09705,LV3.205 Load 7_entity,-9.6774e-05
standard,70,standard,standard,none,rtt,fix,q09705,LV4.202 SGen 1_pv,-1.02e-06
standard,70,standard,standard,none,rtt,fix,q09705,LV4.202 Load 16_entity,-9.174400000000001e-05
standard,70,standard,standard,none,rtt,fix,q09705,LV4.219 Load 16_entity,-9.174400000000001e-05
standard,70,standard,standard,none,rtt,fix,q09705,LV4.232 Load 16_entity,-9.174400000000001e-05
standard,70,standard,standard,none,rtt,fix,q09705,LV5.217 Load 18_entity,-0.000118542
standard,70,standard,standard,none,rtt,fix,q09705,LV5.217 Load 32_entity,-0.000983277
standard,70,standard,standard,none,rtt,fix,q09705,LV5.217 Load 23_entity,-0.000126405
standard,70,standard,standard,none,rtt,fix,q09705,LV6.202 SGen 1_pv,-5e-07
standard,70,standard,standard,none,rtt,fix,q09705,LV6.202 Load 107_entity,-4.6218e-05
standard,70,standard,standard,none,rtt,fix,q09705,LV6.202 Load 21_entity,-0.00011468
standard,70,standard,standard,none,rtt,fix,q09705,LV6.202 Load 66_entity,-0.000237084
standard,70,standard,standard,none,rtt,fix,q09705,LV6.202 Load 103_entity,-0.00017781300000000003
standard,70,standard,standard,none,rtt,fix,q09705,LV3.203 Load 30_entity,-5.996806288951095e-05
standard,70,standard,standard,none,rtt,fix,q09705,LV2.203 Load 79_entity,-0.0003349024962918925
standard,70,standard,standard,none,rtt,fix,q09705,LV3.205 Load 72_entity,-0.0001341244394786528
standard,70,standard,standard,none,rtt,fix,q09705,LV4.219 Load 31_entity,-7.422135183588437e-05
standard,70,standard,standard,none,rtt,fix,q09705,LV6.202 Load 53_entity,-0.000118542
standard,70,standard,standard,none,rtt,fix,q09705,LV3.204 Load 19_entity,-0.0001341244394786528
standard,70,standard,standard,none,rtt,fix,q09705,LV3.204 Load 46_entity,-0.000153830416447206
standard,70,standard,standard,none,rtt,fix,q09705,LV2.217 Load 19_entity,-0.0001341244394786528
standard,70,standard,standard,none,rtt,fix,q09705,LV3.202 Load 6_entity,-0.00011287781863823222
standard,70,standard,standard,none,rtt,fix,q09705,LV6.202 Bus 13_HH2a_random_vacSummer_pv,-5e-07
standard,70,standard,standard,none,rtt,fix,q09705,LV6.202 Load 86_entity,-0.00017781300000000003
standard,70,standard,standard,none,rtt,fix,q09705,LV2.217 Load 43_entity,-7.422135183588437e-05
standard,70,standard,standard,none,rtt,fix,q09705,LV3.203 Load 59_entity,-0.0001341244394786528
standard,70,standard,standard,none,rtt,fix,q09705,LV4.219 Bus 2_HH2a_random_vacSummer_pv,-5e-07
standard,70,standard,standard,none,rtt,fix,q09705,LV4.219 Load 11_entity,-0.00010925879739393027
standard,70,standard,standard,none,rtt,fix,q09705,LV5.217 Bus 6_HH2a_random_vacSummer_pv,-5e-07
standard,70,standard,standard,none,rtt,fix,q09705,LV5.217 Load 93_entity,-0.00010925879739393027
standard,70,standard,standard,none,rtt,fix,q09705,LV5.217 Load 94_entity,-7.422135183588437e-05
standard,70,standard,standard,none,rtt,fix,q09705,LV1.202 Bus 14_HH1b_eff_vacWinter_pv,-1.1e-07
standard,70,standard,standard,none,rtt,fix,q09705,LV1.202 Load 3_entity,-0.00014200417783063042
standard,70,standard,standard,none,rtt,fix,q09705,LV4.202 Load 13_entity,-6.476677165584326e-05
standard,70,standard,standard,none,rtt,fix,q09705,LV4.202 Load 15_entity,-7.422135183588437e-05
standard,70,standard,standard,none,rtt,fix,q09705,LV3.205 Load 105_entity,-5.996806288951095e-05
standard,70,standard,standard,none,rtt,fix,q09705,LV4.219 Load 8_entity,-7.422135183588437e-05
standard,70,standard,standard,none,rtt,fix,q09705,LV3.205 Load 96_entity,-7.422135183588437e-05
